"","bdl_id","popular_name"
"11832",37915,NA
"11833",37914,"Department of Transportation and Related Agencies Appropriation Act, 1975"
"11834",37913,"Overseas Private Investment Corporation Amendments Act of 1974"
"11835",37912,NA
"11836",37911,NA
"11837",37910,"Council on Wage and Price Stability Act"
"11838",37909,"Small Business Amendments of 1974"
"11839",37908,NA
"11840",37907,NA
"11841",37906,"Housing and Community Development Act of 1974"
"11842",37905,NA
"11843",37904,"Treasury, Postal Service, and General Government Appropriation Act, 1975"
"11844",37903,"Education Amendments of 1974"
"11845",37902,NA
"11846",37901,"Forest and Rangeland Renewable Resources Planning Act of 1974"
"11847",37900,NA
"11848",37899,"District of Columbia Campaign Finance Reform and Conflict of Interest Act"
"11849",37898,NA
"11850",37897,NA
"11851",37896,NA
"11852",37895,NA
"11853",37894,"Legislative Branch Appropriation Act, 1975"
"11854",37893,NA
"11855",37892,NA
"11856",37891,NA
"11857",37890,NA
"11858",37889,NA
"11859",37888,"Department of Defense Appropriation Authorization Act, 1975"
"11860",37887,NA
"11861",37886,NA
"11862",37885,NA
"11863",37884,NA
"11864",37883,NA
"11865",37882,NA
"11866",37881,NA
"11867",37880,"Emergency Livestock Credit Act of 1974"
"11868",37879,NA
"11869",37878,"Legal Services Corporation Act of 1974"
"11870",37877,"National Diabetes Mellitus Research and Education Act"
"11871",37876,"Health Services Research, Health Statistics, and Medical Libraries Act of 1974"
"11872",37875,"National Cancer Act Amendments of 1974"
"11873",37874,NA
"11874",37873,NA
"11875",37872,NA
"11876",37871,"National Research Act"
"11877",37870,NA
"11878",37869,NA
"11879",37868,NA
"11880",37867,"Congressional Budget and Impoundment Control Act of 1974"
"11881",37866,NA
"11882",37865,NA
"11883",37864,NA
"11884",37863,NA
"11885",37862,NA
"11886",37861,NA
"11887",37860,NA
"11888",37859,NA
"11889",37858,NA
"11890",37857,NA
"11891",37856,"Foreign Disaster Assistance Act of 1974"
"11892",37855,NA
"11893",37854,NA
"11894",37853,NA
"11895",37852,NA
"11896",37851,NA
"11897",37850,NA
"11898",37849,"National School Lunch and Child Nutrition Act Amendments of 1974"
"11899",37848,NA
"11900",37847,NA
"11901",37846,NA
"11902",37845,"Special Energy Research and Development Appropriation Act, 1975"
"11903",37844,NA
"11904",37843,"Colorado River Basin Salinity Control Act"
"11905",37842,"Energy Supply and Environmental Coordination Act of 1974"
"11906",37841,NA
"11907",37840,NA
"11908",37839,"National Aeronautics and Space Administration Authorization Act, 1975"
"11909",37838,NA
"11910",37837,NA
"11911",37836,NA
"11912",37835,NA
"11913",37834,NA
"11914",37833,NA
"11915",37832,NA
"11916",37831,NA
"11917",37830,"Department of Defense Supplemental Appropriation Authorization Act, 1974"
"11918",37829,NA
"11919",37828,"Second Supplemental Appropriations Act, 1974"
"11920",37827,NA
"11921",37826,NA
"11922",37825,NA
"11923",37824,NA
"11924",37823,NA
"11925",37822,NA
"11926",37821,NA
"11927",37820,NA
"11928",37819,"Research on Aging Act of 1974"
"11929",37818,"Veterans Disability Compensation and Survivor Benefits Act of 1974"
"11930",37817,"Aviation Career Incentive Act of 1974"
"11931",37816,NA
"11932",37815,NA
"11933",37814,NA
"11934",37813,NA
"11935",37812,"Veterans' Insurance Act of 1974"
"11936",37811,"Robert T. Stafford Disaster Relief and Emergency Assistance Act"
"11937",37810,NA
"11938",37809,NA
"11939",37808,NA
"11940",37807,NA
"11941",37806,NA
"11942",37805,NA
"11943",37804,"Narcotic Addict Treatment Act of 1974"
"11944",37803,NA
"11945",37802,NA
"11946",37801,"Environmental Education Amendments of 1974"
"11947",37800,"Armed Forces Enlisted Personnel Bonus Revision Act of 1974"
"11948",37799,NA
"11949",37798,"Federal Energy Administration Act of 1974"
"11950",37797,NA
"11951",37796,NA
"11952",37795,NA
"11953",37794,NA
"11954",37793,"Sudden Infant Death Syndrome Act of 1974"
"11955",37792,NA
"11956",37791,NA
"11957",37790,NA
"11958",37789,NA
"11959",37788,NA
"11960",37787,NA
"11961",37786,NA
"11962",37785,"Indian Financing Act of 1974"
"11963",37784,NA
"11964",37783,NA
"11965",37782,"Fair Labor Standards Amendments of 1974"
"11966",37781,NA
"11967",37780,"Funeral Transportation and Living Expense Benefits Act of 1974"
"11968",37779,NA
"11969",37778,NA
"11970",37777,NA
"11971",37776,NA
"11972",37775,NA
"11973",37774,NA
"11974",37773,NA
"11975",37772,NA
"11976",37771,"Intervention on the High Seas Act"
"11977",37770,"Child Abuse Prevention and Treatment Act"
"11978",37769,NA
"11979",37768,"Supplemental Appropriations Act, 1974"
"11980",37767,NA
"11981",37766,NA
"11982",37765,"Offshore Shrimp Fisheries Act of 1973"
"11983",37764,NA
"11984",37763,"Foreign Assistance and Related Programs Appropriation Act, 1974"
"11985",37762,"Emergency Highway Energy Conservation Act"
"11986",37761,"Department of Defense Appropriation Act, 1974"
"11987",37760,NA
"11988",37759,"Regional Rail Reorganization Act of 1973"
"11989",37758,NA
"11990",37757,"Flood Disaster Protection Act of 1973"
"11991",37756,NA
"11992",37755,NA
"11993",37754,NA
"11994",37753,NA
"11995",37752,NA
"11996",37751,NA
"11997",37750,NA
"11998",37749,NA
"11999",37748,NA
"12000",37747,"Federal Financing Bank Act of 1973"
"12001",37746,NA
"12002",37745,"Health Maintenance Organization Act of 1973"
"12003",37744,NA
"12004",37743,NA
"12005",37742,NA
"12006",37741,NA
"12007",37740,NA
"12008",37739,NA
"12009",37738,NA
"12010",37737,NA
"12011",37736,NA
"12012",37735,NA
"12013",37734,NA
"12014",37733,NA
"12015",37732,NA
"12016",37731,NA
"12017",37730,NA
"12018",37729,NA
"12019",37728,"Endangered Species Act of 1973"
"12020",37727,NA
"12021",37726,NA
"12022",37725,NA
"12023",37724,NA
"12024",37723,NA
"12025",37722,NA
"12026",37721,"District of Columbia Home Rule Act"
"12027",37720,"Menominee Restoration Act"
"12028",37719,NA
"12029",37718,"Choctaw-Chickasaw-Cherokee Boundary Dispute Act"
"12030",37717,"Military Construction Appropriation Act, 1974"
"12031",37716,NA
"12032",37715,"Departments of Labor, and Health, Education, and Welfare Appropriation Act, 1974"
"12033",37714,NA
"12034",37713,NA
"12035",37712,"Foreign Assistance Act of 1973"
"12036",37711,"United Nations Environment Program Participation Act of 1973"
"12037",37710,NA
"12038",37709,NA
"12039",37708,NA
"12040",37707,NA
"12041",37706,NA
"12042",37705,"Emergency Daylight Saving Time Energy Conservation Act of 1973"
"12043",37704,NA
"12044",37703,NA
"12045",37702,NA
"12046",37701,NA
"12047",37700,NA
"12048",37699,NA
"12049",37698,NA
"12050",37697,NA
"12051",37696,NA
"12052",37695,NA
"12053",37694,NA
"12054",37693,NA
"12055",37692,NA
"12056",37691,"United States Information Agency Appropriations Authorization Act of 1973"
"12057",37690,"Hobby Protection Act"
"12058",37689,NA
"12059",37688,NA
"12060",37687,NA
"12061",37686,NA
"12062",37685,"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1974"
"12063",37684,NA
"12064",37683,NA
"12065",37682,"Emergency Petroleum Allocation Act of 1973"
"12066",37681,NA
"12067",37680,NA
"12068",37679,NA
"12069",37678,"Department of Defense Appropriation Authorization Act, 1974"
"12070",37677,"Emergency Medical Services Systems Act of 1973"
"12071",37676,NA
"12072",37675,NA
"12073",37674,NA
"12074",37673,"National School Lunch and Child Nutrition Act Amendments of 1973"
"12075",37672,NA
"12076",37671,"War Powers Resolution"
"12077",37670,NA
"12078",37669,"Amtrak Improvement Act of 1973"
"12079",37668,"Legislative Branch Appropriation Act, 1974"
"12080",37667,NA
"12081",37666,"Treasury, Postal Service, and General Government Appropriation Act, 1974"
"12082",37665,NA
"12083",37664,NA
"12084",37663,NA
"12085",37662,NA
"12086",37661,NA
"12087",37660,"Department of Housing and Urban Development; Space, Science, Veterans, and Certain Other Independent Agencies Appropriation Act, 1974"
"12088",37659,NA
"12089",37658,"Agriculture-Environmental and Consumer Protection Appropriation Act, 1974"
"12090",37657,"Indian Tribal Judgment Funds Use or Distribution Act"
"12091",37656,"National Foundation on the Arts and the Humanities Amendments of 1973"
"12092",37655,NA
"12093",37654,NA
"12094",37653,NA
"12095",37652,"Board for International Broadcasting Act of 1973"
"12096",37651,NA
"12097",37650,NA
"12098",37649,"Department of State Appropriations Authorization Act of 1973"
"12099",37648,NA
"12100",37647,NA
"12101",37646,NA
"12102",37645,NA
"12103",37644,NA
"12104",37643,"Department of the Interior and Related Agencies Appropriation Act, 1974"
"12105",37642,"Oil Pollution Act Amendments of 1973"
"12106",37641,NA
"12107",37640,NA
"12108",37639,NA
"12109",37638,"International Voyage Load Line Act of 1973"
"12110",37637,NA
"12111",37636,"Domestic Volunteer Service Act of 1973"
"12112",37635,"Rehabilitation Act of 1973"
"12113",37634,NA
"12114",37633,NA
"12115",37632,"Little Cigar Act of 1973"
"12116",37631,NA
"12117",37630,NA
"12118",37629,NA
"12119",37628,NA
"12120",37627,NA
"12121",37626,NA
"12122",37625,NA
"12123",37624,NA
"12124",37623,"State Taxation of Depositories Act"
"12125",37622,NA
"12126",37621,"Department of Transportation and Related Agencies Appropriation Act, 1974"
"12127",37620,"Public Works for Water and Power Development and Atomic Energy Commission Appropriation Act, 1974"
"12128",37619,"National Science Foundation Authorization Act, 1974"
"12129",37618,NA
"12130",37617,NA
"12131",37616,NA
"12132",37615,NA
"12133",37614,"District of Columbia Appropriation Act of 1974"
"12134",37613,"Federal Railroad Safety Authorization Act of 1973"
"12135",37612,"District of Columbia Insurance Act"
"12136",37611,NA
"12137",37610,NA
"12138",37609,"Agriculture and Consumer Protection Act of 1973"
"12139",37608,NA
"12140",37607,NA
"12141",37606,"Crime Control Act of 1973"
"12142",37605,"Veterans Health Care Expansion Act of 1973"
"12143",37604,NA
"12144",37603,NA
"12145",37602,NA
"12146",37601,NA
"12147",37600,NA
"12148",37599,NA
"12149",37598,NA
"12150",37597,"National Aeronautics and Space Administration Authorization Act, 1974"
"12151",37596,NA
"12152",37595,NA
"12153",37594,NA
"12154",37593,NA
"12155",37592,NA
"12156",37591,NA
"12157",37590,NA
"12158",37589,NA
"12159",37588,NA
"12160",37587,NA
"12161",37586,NA
"12162",37585,NA
"12163",37584,NA
"12164",37583,NA
"12165",37582,NA
"12166",37581,NA
"12167",37580,NA
"12168",37579,NA
"12169",37578,NA
"12170",37577,NA
"12171",37576,NA
"12172",37575,NA
"12173",37574,NA
"12174",37573,"Second Supplemental Appropriations Act, 1973"
"12175",37572,NA
"12176",37571,NA
"12177",37570,NA
"12178",37569,NA
"12179",37568,"Health Programs Extension Act of 1973"
"12180",37567,"Airport Development Acceleration Act of 1973"
"12181",37566,"National Cemeteries Act of 1973"
"12182",37565,NA
"12183",37564,NA
"12184",37563,NA
"12185",37562,NA
"12186",37561,NA
"12187",37560,NA
"12188",37559,NA
"12189",37558,NA
"12190",37557,NA
"12191",37556,NA
"12192",37555,NA
"12193",37554,NA
"12194",37553,NA
"12195",37552,"Older Americans Comprehensive Services Amendments of 1973"
"12196",37551,"Economic Stabilization Act Amendments of 1973"
"12197",37550,NA
"12198",37549,NA
"12199",37548,NA
"12200",37547,NA
"12201",37546,NA
"12202",37545,NA
"12203",37544,NA
"12204",37543,NA
"12205",37542,NA
"12206",37541,NA
"12207",37540,"Interest Equalization Tax Extension Act of 1973"
"12208",37539,NA
"12209",37538,NA
"12210",37537,NA
"12211",37536,NA
"12212",37535,NA
"12213",37534,NA
"12214",37533,NA
"12215",37532,NA
"12216",37531,NA
"12217",37530,NA
"12218",37529,NA
"12219",37528,NA
"12220",37527,NA
"12221",37526,NA
"12222",37525,NA
"12223",37524,NA
"12224",37523,"Supplemental Appropriations Act, 1973"
"12225",37522,NA
"12226",37521,NA
"12227",37520,NA
"12228",37519,"Social Security Amendments of 1972"
"12229",37518,NA
"12230",37517,NA
"12231",37516,NA
"12232",37515,NA
"12233",37514,NA
"12234",37513,NA
"12235",37512,NA
"12236",37511,"Small Business Investment Act Amendments of 1972"
"12237",37510,NA
"12238",37509,"Glen Canyon National Recreation Area Act"
"12239",37508,"Gateway National Recreation Area Act"
"12240",37507,"Emergency Rail Facilities Restoration Act"
"12241",37506,NA
"12242",37505,"Golden Gate National Recreation Area Act"
"12243",37504,NA
"12244",37503,NA
"12245",37502,NA
"12246",37501,"Emergency Health Personnel Act Amendments of 1972"
"12247",37500,NA
"12248",37499,NA
"12249",37498,NA
"12250",37497,NA
"12251",37496,NA
"12252",37495,NA
"12253",37494,"Pennsylvania Avenue Development Corporation Act of 1972"
"12254",37493,NA
"12255",37492,"Longshoremen's and Harbor Workers' Compensation Act Amendments of 1972"
"12256",37491,NA
"12257",37490,"Noise Control Act of 1972"
"12258",37489,"Consumer Product Safety Act"
"12259",37488,NA
"12260",37487,NA
"12261",37486,"Department of Defense Appropriation Act, 1973"
"12262",37485,NA
"12263",37484,NA
"12264",37483,NA
"12265",37482,NA
"12266",37481,NA
"12267",37480,NA
"12268",37479,NA
"12269",37478,NA
"12270",37477,NA
"12271",37476,"Lower Saint Croix River Act of 1972"
"12272",37475,NA
"12273",37474,NA
"12274",37473,NA
"12275",37472,NA
"12276",37471,NA
"12277",37470,NA
"12278",37469,NA
"12279",37468,NA
"12280",37467,NA
"12281",37466,"Transportation Payment Act of 1972"
"12282",37465,"American-Mexican Boundary Treaty Act of 1972"
"12283",37464,"National Traffic and Motor Vehicle Safety Act Amendments of 1972"
"12284",37463,"Military Construction Appropriation Act, 1973"
"12285",37462,NA
"12286",37461,NA
"12287",37460,"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1973"
"12288",37459,NA
"12289",37458,NA
"12290",37457,"Veterans' Administration Medical School Assistance and Health Manpower Training Act of 1972"
"12291",37456,"Vietnam Era Veterans' Readjustment Assistance Act of 1972"
"12292",37455,"Act for the Protection of Foreign Officials and Official Guests of the United States"
"12293",37454,NA
"12294",37453,NA
"12295",37452,"Cumberland Island National Seashore Act"
"12296",37451,NA
"12297",37450,NA
"12298",37449,NA
"12299",37448,"Marine Protection, Research, and Sanctuaries Act of 1972"
"12300",37447,NA
"12301",37446,NA
"12302",37445,NA
"12303",37444,NA
"12304",37443,NA
"12305",37442,NA
"12306",37441,NA
"12307",37440,NA
"12308",37439,NA
"12309",37438,"Marine Mammal Protection Act of 1972"
"12310",37437,NA
"12311",37436,"Dwight D. Eisenhower Memorial Bicentennial Civic Center Act"
"12312",37435,NA
"12313",37434,NA
"12314",37433,"National Capital Area Transit Act of 1972"
"12315",37432,NA
"12316",37431,NA
"12317",37430,NA
"12318",37429,"Reclamation Project Authorization Act of 1972"
"12319",37428,"Motor Vehicle Information and Cost Savings Act"
"12320",37427,NA
"12321",37426,NA
"12322",37425,NA
"12323",37424,NA
"12324",37423,"Federal Ship Financing Act of 1972"
"12325",37422,NA
"12326",37421,NA
"12327",37420,NA
"12328",37419,NA
"12329",37418,NA
"12330",37417,NA
"12331",37416,NA
"12332",37415,NA
"12333",37414,NA
"12334",37413,NA
"12335",37412,NA
"12336",37411,"District of Columbia Public Utilities Reimbursement Act of 1972"
"12337",37410,NA
"12338",37409,NA
"12339",37408,NA
"12340",37407,NA
"12341",37406,NA
"12342",37405,NA
"12343",37404,NA
"12344",37403,NA
"12345",37402,NA
"12346",37401,NA
"12347",37400,"Technology Assessment Act of 1972"
"12348",37399,NA
"12349",37398,NA
"12350",37397,NA
"12351",37396,NA
"12352",37395,NA
"12353",37394,NA
"12354",37393,NA
"12355",37392,NA
"12356",37391,NA
"12357",37390,NA
"12358",37389,NA
"12359",37388,NA
"12360",37387,NA
"12361",37386,NA
"12362",37385,NA
"12363",37384,NA
"12364",37383,NA
"12365",37382,NA
"12366",37381,NA
"12367",37380,NA
"12368",37379,"Federal Advisory Committee Act"
"12369",37378,NA
"12370",37377,NA
"12371",37376,NA
"12372",37375,NA
"12373",37374,NA
"12374",37373,NA
"12375",37372,NA
"12376",37371,NA
"12377",37370,NA
"12378",37369,NA
"12379",37368,NA
"12380",37367,NA
"12381",37366,NA
"12382",37365,"Communicable Disease Control Amendments Act of 1972"
"12383",37364,NA
"12384",37363,NA
"12385",37362,NA
"12386",37361,NA
"12387",37360,"Central, Western, and South Pacific Fisheries Development Act"
"12388",37359,NA
"12389",37358,NA
"12390",37357,NA
"12391",37356,NA
"12392",37355,NA
"12393",37354,NA
"12394",37353,NA
"12395",37352,NA
"12396",37351,NA
"12397",37350,"International Bridge Act of 1972"
"12398",37349,NA
"12399",37348,NA
"12400",37347,NA
"12401",37346,NA
"12402",37345,NA
"12403",37344,NA
"12404",37343,NA
"12405",37342,"Uniformed Services Health Professions Revitalization Act of 1972"
"12406",37341,NA
"12407",37340,"Economic Opportunity Amendments of 1972"
"12408",37339,"National Heart, Blood Vessel, Lung, and Blood Act of 1972"
"12409",37338,NA
"12410",37337,NA
"12411",37336,"Narcotic Addict Rehabilitation Amendments of 1971"
"12412",37335,"Rural Development Act of 1972"
"12413",37334,NA
"12414",37333,NA
"12415",37332,NA
"12416",37331,NA
"12417",37330,"National Cooley's Anemia Control Act"
"12418",37329,NA
"12419",37328,NA
"12420",37327,NA
"12421",37326,NA
"12422",37325,NA
"12423",37324,NA
"12424",37323,NA
"12425",37322,NA
"12426",37321,"Public Works for Water and Power Development and Atomic Energy Commission Appropriation Act, 1973"
"12427",37320,"Case-Zablocki Act"
"12428",37319,NA
"12429",37318,NA
"12430",37317,"Sawtooth National Recreation Area Act"
"12431",37316,"Agriculture-Environmental and Consumer Protection Appropriation Act, 1973"
"12432",37315,"Department of Transportation and Related Agencies Appropriation Act, 1973"
"12433",37314,NA
"12434",37313,NA
"12435",37312,NA
"12436",37311,NA
"12437",37310,NA
"12438",37309,NA
"12439",37308,NA
"12440",37307,NA
"12441",37306,NA
"12442",37305,NA
"12443",37304,NA
"12444",37303,"Drug Listing Act of 1972"
"12445",37302,NA
"12446",37301,NA
"12447",37300,NA
"12448",37299,"Department of Housing and Urban Development; Space, Science, Veterans, and Certain Other Independent Agencies Appropriation Act, 1973"
"12449",37298,NA
"12450",37297,NA
"12451",37296,NA
"12452",37295,NA
"12453",37294,NA
"12454",37293,NA
"12455",37292,NA
"12456",37291,NA
"12457",37290,NA
"12458",37289,NA
"12459",37288,"National Science Foundation Authorization Act of 1973"
"12460",37287,NA
"12461",37286,NA
"12462",37285,"Department of the Interior and Related Agencies Appropriation Act, 1973"
"12463",37284,"National Dam Safety Program Act"
"12464",37283,NA
"12465",37282,NA
"12466",37281,NA
"12467",37280,NA
"12468",37279,NA
"12469",37278,NA
"12470",37277,NA
"12471",37276,NA
"12472",37275,NA
"12473",37274,NA
"12474",37273,NA
"12475",37272,NA
"12476",37271,NA
"12477",37270,NA
"12478",37269,NA
"12479",37268,"Foreign Relations Authorization Act of 1972"
"12480",37267,"Treasury, Postal Service, and General Government Appropriation Act, 1973"
"12481",37266,NA
"12482",37265,"National Capital Transportation Act of 1972"
"12483",37264,NA
"12484",37263,NA
"12485",37262,NA
"12486",37261,NA
"12487",37260,"District of Columbia Appropriation Act, 1973"
"12488",37259,NA
"12489",37258,"Legislative Branch Appropriation Act, 1973"
"12490",37257,NA
"12491",37256,"Ports and Waterways Safety Act"
"12492",37255,NA
"12493",37254,NA
"12494",37253,NA
"12495",37252,NA
"12496",37251,NA
"12497",37250,NA
"12498",37249,NA
"12499",37248,NA
"12500",37247,NA
"12501",37246,NA
"12502",37245,NA
"12503",37244,"Veterans' Compensation and Relief Act of 1972"
"12504",37243,NA
"12505",37242,NA
"12506",37241,NA
"12507",37240,NA
"12508",37239,NA
"12509",37238,NA
"12510",37237,NA
"12511",37236,NA
"12512",37235,NA
"12513",37234,"Education Amendments of 1972"
"12514",37233,NA
"12515",37232,NA
"12516",37231,NA
"12517",37230,NA
"12518",37229,"Public Buildings Amendments of 1972"
"12519",37228,NA
"12520",37227,NA
"12521",37226,NA
"12522",37225,NA
"12523",37224,NA
"12524",37223,NA
"12525",37222,"Second Supplemental Appropriations Act, 1972"
"12526",37221,NA
"12527",37220,"National Aeronautics and Space Administration Authorization Act, 1973"
"12528",37219,"Black Lung Benefits Act of 1972"
"12529",37218,NA
"12530",37217,NA
"12531",37216,"Volunteers in the National Forests Act of 1972"
"12532",37215,NA
"12533",37214,"Prevailing Rate Equalization Adjustment Act of 1972"
"12534",37213,NA
"12535",37212,NA
"12536",37211,NA
"12537",37210,"National Sickle Cell Anemia Control Act"
"12538",37209,NA
"12539",37208,NA
"12540",37207,NA
"12541",37206,NA
"12542",37205,NA
"12543",37204,NA
"12544",37203,NA
"12545",37202,NA
"12546",37201,NA
"12547",37200,NA
"12548",37199,NA
"12549",37198,NA
"12550",37197,NA
"12551",37196,"Interstate Compact on Mental Health Act"
"12552",37195,NA
"12553",37194,"Father's Day Act"
"12554",37193,NA
"12555",37192,NA
"12556",37191,NA
"12557",37190,NA
"12558",37189,NA
"12559",37188,NA
"12560",37187,NA
"12561",37186,NA
"12562",37185,NA
"12563",37184,"Par Value Modification Act"
"12564",37183,NA
"12565",37182,NA
"12566",37181,NA
"12567",37180,NA
"12568",37179,NA
"12569",37178,NA
"12570",37177,"Equal Employment Opportunity Act of 1972"
"12571",37176,NA
"12572",37175,NA
"12573",37174,NA
"12574",37173,NA
"12575",37172,NA
"12576",37171,"Drug Abuse Prevention, Treatment, and Rehabilitation Act"
"12577",37170,NA
"12578",37169,NA
"12579",37168,NA
"12580",37167,NA
"12581",37166,NA
"12582",37165,NA
"12583",37164,NA
"12584",37163,NA
"12585",37162,NA
"12586",37161,NA
"12587",37160,NA
"12588",37159,NA
"12589",37158,"Foreign Assistance and Related Programs Appropriation Act, 1972"
"12590",37157,NA
"12591",37156,NA
"12592",37155,NA
"12593",37154,NA
"12594",37153,NA
"12595",37152,NA
"12596",37151,NA
"12597",37150,NA
"12598",37149,NA
"12599",37148,NA
"12600",37147,NA
"12601",37146,NA
"12602",37145,NA
"12603",37144,NA
"12604",37143,NA
"12605",37142,"Foreign Assistance Act of 1971"
"12606",37141,"Federal Election Campaign Act of 1971"
"12607",37140,NA
"12608",37139,NA
"12609",37138,"River Basin Monetary Authorization Act of 1971"
"12610",37137,NA
"12611",37136,NA
"12612",37135,NA
"12613",37134,"National Cancer Act of 1971"
"12614",37133,NA
"12615",37132,NA
"12616",37131,NA
"12617",37130,NA
"12618",37129,NA
"12619",37128,NA
"12620",37127,"District of Columbia Unemployment Compensation Act Amendments of 1971"
"12621",37126,"Economic Stabilization Act Amendments of 1971"
"12622",37125,NA
"12623",37124,NA
"12624",37123,"Capitol Reef National Park Act"
"12625",37122,NA
"12626",37121,"Weather Modification Reporting Act of 1972"
"12627",37120,"Department of Defense Appropriation Act, 1972"
"12628",37119,"Alaska Native Claims Settlement Act"
"12629",37118,"District of Columbia Appropriation Act, 1972"
"12630",37117,NA
"12631",37116,"District of Columbia Consumer Credit Protection Act of 1971"
"12632",37115,NA
"12633",37114,NA
"12634",37113,NA
"12635",37112,"District of Columbia Revenue Act of 1971"
"12636",37111,"Wild Free-Roaming Horses and Burros Act"
"12637",37110,NA
"12638",37109,NA
"12639",37108,NA
"12640",37107,NA
"12641",37106,NA
"12642",37105,"Navajo Community College Act"
"12643",37104,NA
"12644",37103,NA
"12645",37102,NA
"12646",37101,NA
"12647",37100,"Supplemental Appropriations Act, 1972"
"12648",37099,NA
"12649",37098,NA
"12650",37097,"Farm Credit Act of 1971"
"12651",37096,NA
"12652",37095,NA
"12653",37094,"Revenue Act of 1971"
"12654",37093,NA
"12655",37092,NA
"12656",37091,NA
"12657",37090,NA
"12658",37089,NA
"12659",37088,NA
"12660",37087,NA
"12661",37086,NA
"12662",37085,NA
"12663",37084,NA
"12664",37083,NA
"12665",37082,NA
"12666",37081,NA
"12667",37080,NA
"12668",37079,NA
"12669",37078,NA
"12670",37077,NA
"12671",37076,"Military Construction Appropriation Act, 1972"
"12672",37075,NA
"12673",37074,"Nurse Training Act of 1971"
"12674",37073,NA
"12675",37072,NA
"12676",37071,"Arches National Park Act"
"12677",37070,NA
"12678",37069,NA
"12679",37068,NA
"12680",37067,NA
"12681",37066,NA
"12682",37065,NA
"12683",37064,NA
"12684",37063,NA
"12685",37062,NA
"12686",37061,NA
"12687",37060,NA
"12688",37059,NA
"12689",37058,NA
"12690",37057,NA
"12691",37056,NA
"12692",37055,NA
"12693",37054,"Sugar Act Amendments of 1971"
"12694",37053,NA
"12695",37052,NA
"12696",37051,NA
"12697",37050,NA
"12698",37049,NA
"12699",37048,NA
"12700",37047,"Federal-State Communications Joint Board Act"
"12701",37046,NA
"12702",37045,NA
"12703",37044,NA
"12704",37043,"Export Expansion Finance Act of 1971"
"12705",37042,NA
"12706",37041,NA
"12707",37040,NA
"12708",37039,NA
"12709",37038,NA
"12710",37037,NA
"12711",37036,NA
"12712",37035,NA
"12713",37034,NA
"12714",37033,NA
"12715",37032,NA
"12716",37031,NA
"12717",37030,NA
"12718",37029,NA
"12719",37028,NA
"12720",37027,NA
"12721",37026,NA
"12722",37025,NA
"12723",37024,NA
"12724",37023,NA
"12725",37022,NA
"12726",37021,NA
"12727",37020,NA
"12728",37019,NA
"12729",37018,NA
"12730",37017,NA
"12731",37016,NA
"12732",37015,NA
"12733",37014,NA
"12734",37013,NA
"12735",37012,NA
"12736",37011,NA
"12737",37010,NA
"12738",37009,NA
"12739",37008,NA
"12740",37007,NA
"12741",37006,NA
"12742",37005,NA
"12743",37004,"District of Columbia Administration of Estates Act"
"12744",37003,NA
"12745",37002,"National Science Foundation Authorization Act of 1972"
"12746",37001,NA
"12747",37000,NA
"12748",36999,NA
"12749",36998,NA
"12750",36997,NA
"12751",36996,"Departments of Labor, and Health, Education, and Welfare, and Related Agencies Appropriation Act, 1972"
"12752",36995,NA
"12753",36994,"Department of Housing and Urban Development; Space, Science, Veterans, and Certain Other Independent Agencies Appropriation Act, 1972"
"12754",36993,"Departments of State, Justice, and Commerce, the Judiciary, and Related Agencies Appropriation Act, 1972"
"12755",36992,"Department of the Interior and Related Agencies Appropriation Act, 1972"
"12756",36991,"Federal Boat Safety Act of 1971"
"12757",36990,"Department of Transportation and Related Agencies Appropriation Act, 1972"
"12758",36989,"Agriculture-Environmental and Consumer Protection Appropriation Act, 1972"
"12759",36988,NA
"12760",36987,NA
"12761",36986,"Emergency Loan Guarantee Act"
"12762",36985,NA
"12763",36984,"National Aeronautics and Space Administration Authorization Act, 1972"
"12764",36983,NA
"12765",36982,NA
"12766",36981,NA
"12767",36980,NA
"12768",36979,"Vessel Bridge-to-Bridge Radiotelephone Act"
"12769",36978,NA
"12770",36977,NA
"12771",36976,"Saline Water Conversion Act of 1971"
"12772",36975,NA
"12773",36974,NA
"12774",36973,NA
"12775",36972,NA
"12776",36971,NA
"12777",36970,"Emergency Employment Act of 1971"
"12778",36969,NA
"12779",36968,NA
"12780",36967,"Legislative Branch Appropriation Act, 1972"
"12781",36966,NA
"12782",36965,"Treasury, Postal Service, and General Government Appropriation Act, 1972"
"12783",36964,"Office of Education and Related Agencies Appropriation Act, 1972"
"12784",36963,NA
"12785",36962,NA
"12786",36961,NA
"12787",36960,NA
"12788",36959,NA
"12789",36958,NA
"12790",36957,NA
"12791",36956,NA
"12792",36955,"Micronesian Claims Act of 1971"
"12793",36954,NA
"12794",36953,NA
"12795",36952,NA
"12796",36951,NA
"12797",36950,NA
"12798",36949,NA
"12799",36948,NA
"12800",36947,"Juvenile Delinquency Prevention and Control Act Amendments of 1971"
"12801",36946,NA
"12802",36945,NA
"12803",36944,NA
"12804",36943,NA
"12805",36942,NA
"12806",36941,NA
"12807",36940,NA
"12808",36939,NA
"12809",36938,NA
"12810",36937,NA
"12811",36936,NA
"12812",36935,NA
"12813",36934,"Second Supplemental Appropriations Act, 1971"
"12814",36933,NA
"12815",36932,NA
"12816",36931,NA
"12817",36930,NA
