"","bdl_id","popular_name"
"8195",41552,NA
"8196",41551,NA
"8197",41550,NA
"8198",41549,NA
"8199",41548,NA
"8200",41547,NA
"8201",41546,NA
"8202",41545,"Defense Production Act Amendments of 1986"
"8203",41544,"Comprehensive Anti-Apartheid Act of 1986"
"8204",41543,NA
"8205",41542,NA
"8206",41541,NA
"8207",41540,NA
"8208",41539,"Air Carrier Access Act of 1986"
"8209",41538,NA
"8210",41537,"Goldwater-Nichols Department of Defense Reorganization Act of 1986"
"8211",41536,NA
"8212",41535,NA
"8213",41534,NA
"8214",41533,NA
"8215",41532,"Tribally Controlled Community College Assistance Amendments of 1986"
"8216",41531,NA
"8217",41530,NA
"8218",41529,"Human Services Reauthorization Act of 1986"
"8219",41528,"Executive Exchange Program Voluntary Services Act of 1986"
"8220",41527,NA
"8221",41526,NA
"8222",41525,NA
"8223",41524,NA
"8224",41523,NA
"8225",41522,NA
"8226",41521,NA
"8227",41520,NA
"8228",41519,"Anglo-Irish Agreement Support Act of 1986"
"8229",41518,NA
"8230",41517,NA
"8231",41516,"Conservation Service Reform Act of 1986"
"8232",41515,NA
"8233",41514,"Uniformed and Overseas Citizens Absentee Voting Act"
"8234",41513,"Rural Industrial Assistance Act of 1986"
"8235",41512,NA
"8236",41511,NA
"8237",41510,NA
"8238",41509,NA
"8239",41508,NA
"8240",41507,NA
"8241",41506,"Federal Lands Cleanup Act of 1985"
"8242",41505,"Children's Justice and Assistance Act of 1986"
"8243",41504,NA
"8244",41503,"Omnibus Diplomatic Security and Antiterrorism Act of 1986"
"8245",41502,"Klamath Indian Tribe Restoration Act"
"8246",41501,NA
"8247",41500,NA
"8248",41499,NA
"8249",41498,NA
"8250",41497,NA
"8251",41496,NA
"8252",41495,NA
"8253",41494,NA
"8254",41493,NA
"8255",41492,NA
"8256",41491,NA
"8257",41490,"Congressional Reports Elimination Act of 1986"
"8258",41489,NA
"8259",41488,NA
"8260",41487,"National Science Foundation Authorization Act for Fiscal Year 1987"
"8261",41486,"Japanese Technical Literature Act of 1986"
"8262",41485,NA
"8263",41484,NA
"8264",41483,NA
"8265",41482,NA
"8266",41481,NA
"8267",41480,NA
"8268",41479,NA
"8269",41478,NA
"8270",41477,NA
"8271",41476,"Handicapped Children's Protection Act of 1986"
"8272",41475,"Education of the Deaf Act of 1986"
"8273",41474,"Bank Bribery Amendments Act of 1985"
"8274",41473,NA
"8275",41472,"Panama Canal Commission Authorization Act, Fiscal Year 1987"
"8276",41471,"OCS Paperwork and Reporting Act"
"8277",41470,NA
"8278",41469,NA
"8279",41468,NA
"8280",41467,"Sentencing Guidelines Act of 1986"
"8281",41466,NA
"8282",41465,NA
"8283",41464,NA
"8284",41463,NA
"8285",41462,NA
"8286",41461,NA
"8287",41460,NA
"8288",41459,NA
"8289",41458,NA
"8290",41457,NA
"8291",41456,NA
"8292",41455,NA
"8293",41454,NA
"8294",41453,"Urgent Supplemental Appropriations Act, 1986"
"8295",41452,"Military Retirement Reform Act of 1986"
"8296",41451,NA
"8297",41450,"Saginaw Chippewa Indian Tribe of Michigan Distribution of Judgment Funds Act"
"8298",41449,NA
"8299",41448,NA
"8300",41447,NA
"8301",41446,NA
"8302",41445,NA
"8303",41444,NA
"8304",41443,"Safe Drinking Water Act Amendments of 1986"
"8305",41442,NA
"8306",41441,NA
"8307",41440,"Judicial Improvements Act of 1985"
"8308",41439,"Federal Employees' Retirement System Act of 1986"
"8309",41438,NA
"8310",41437,NA
"8311",41436,NA
"8312",41435,NA
"8313",41434,NA
"8314",41433,NA
"8315",41432,NA
"8316",41431,NA
"8317",41430,NA
"8318",41429,NA
"8319",41428,NA
"8320",41427,"Presidential Libraries Act of 1986"
"8321",41426,NA
"8322",41425,NA
"8323",41424,"Student Financial Assistance Technical Corrections Act of 1986"
"8324",41423,"Protection and Advocacy for Individuals with Mental Illness Act"
"8325",41422,NA
"8326",41421,NA
"8327",41420,NA
"8328",41419,NA
"8329",41418,NA
"8330",41417,NA
"8331",41416,NA
"8332",41415,NA
"8333",41414,NA
"8334",41413,NA
"8335",41412,"Firearms Owners' Protection Act"
"8336",41411,NA
"8337",41410,NA
"8338",41409,NA
"8339",41408,NA
"8340",41407,NA
"8341",41406,NA
"8342",41405,NA
"8343",41404,NA
"8344",41403,NA
"8345",41402,NA
"8346",41401,NA
"8347",41400,NA
"8348",41399,"Young Astronaut Program Medal Act"
"8349",41398,"Garrison Diversion Unit Reformulation Act of 1986"
"8350",41397,NA
"8351",41396,NA
"8352",41395,NA
"8353",41394,NA
"8354",41393,NA
"8355",41392,NA
"8356",41391,NA
"8357",41390,NA
"8358",41389,NA
"8359",41388,NA
"8360",41387,NA
"8361",41386,NA
"8362",41385,NA
"8363",41384,"Health Services Amendments Act of 1986"
"8364",41383,NA
"8365",41382,NA
"8366",41381,NA
"8367",41380,NA
"8368",41379,NA
"8369",41378,NA
"8370",41377,NA
"8371",41376,"Consolidated Omnibus Budget Reconciliation Act of 1985"
"8372",41375,NA
"8373",41374,NA
"8374",41373,"Older Americans Act Amendments of 1986"
"8375",41372,NA
"8376",41371,NA
"8377",41370,NA
"8378",41369,NA
"8379",41368,"White Earth Reservation Land Settlement Act of 1985"
"8380",41367,NA
"8381",41366,NA
"8382",41365,NA
"8383",41364,"Food Security Improvements Act of 1986"
"8384",41363,NA
"8385",41362,NA
"8386",41361,NA
"8387",41360,NA
"8388",41359,NA
"8389",41358,NA
"8390",41357,NA
"8391",41356,"Comprehensive Smokeless Tobacco Health Education Act of 1986"
"8392",41355,"Federal Employees Benefits Improvement Act of 1986"
"8393",41354,NA
"8394",41353,NA
"8395",41352,NA
"8396",41351,NA
"8397",41350,NA
"8398",41349,NA
"8399",41348,NA
"8400",41347,NA
"8401",41346,NA
"8402",41345,NA
"8403",41344,NA
"8404",41343,"Compact of Free Association Act of 1985"
"8405",41342,"Veterans' Compensation Rate Increase and Job Training Amendments of 1985"
"8406",41341,NA
"8407",41340,NA
"8408",41339,NA
"8409",41338,"Federal Civilian Employee and Contractor Travel Expenses Act of 1985"
"8410",41337,NA
"8411",41336,NA
"8412",41335,NA
"8413",41334,NA
"8414",41333,NA
"8415",41332,NA
"8416",41331,NA
"8417",41330,NA
"8418",41329,NA
"8419",41328,NA
"8420",41327,"Panama Canal Commission Authorization Act, Fiscal Year 1986"
"8421",41326,"Shareholder Communications Act of 1985"
"8422",41325,"Cherokee Leasing Act"
"8423",41324,NA
"8424",41323,NA
"8425",41322,NA
"8426",41321,"Sentencing Reform Amendments Act of 1985"
"8427",41320,"District of Columbia Revenue Bond Act of 1985"
"8428",41319,NA
"8429",41318,NA
"8430",41317,NA
"8431",41316,NA
"8432",41315,NA
"8433",41314,NA
"8434",41313,"Panama Canal Amendments Act of 1985"
"8435",41312,NA
"8436",41311,NA
"8437",41310,NA
"8438",41309,"Farm Credit Amendments Act of 1985"
"8439",41308,"Overseas Private Investment Corporation Amendments Act of 1985"
"8440",41307,NA
"8441",41306,NA
"8442",41305,NA
"8443",41304,NA
"8444",41303,NA
"8445",41302,"Food Security Act of 1985"
"8446",41301,"Kentucky Wilderness Act of 1985"
"8447",41300,NA
"8448",41299,NA
"8449",41298,"Arts, Humanities, and Museums Amendments of 1985"
"8450",41297,NA
"8451",41296,NA
"8452",41295,NA
"8453",41294,NA
"8454",41293,NA
"8455",41292,NA
"8456",41291,NA
"8457",41290,NA
"8458",41289,"Gold Bullion Coin Act of 1985"
"8459",41288,NA
"8460",41287,NA
"8461",41286,NA
"8462",41285,NA
"8463",41284,"Departments of Commerce, Justice, and State, the Judiciary, and Related Agencies Appropriation Act, 1986"
"8464",41283,NA
"8465",41282,"Departments of Labor, Health and Human Services, and Education and Related Agencies Appropriation Act, 1986"
"8466",41281,NA
"8467",41280,NA
"8468",41279,NA
"8469",41278,NA
"8470",41277,"Military Construction Appropriations Act, 1986"
"8471",41276,NA
"8472",41275,NA
"8473",41274,"National Aeronautics and Space Administration Authorization Act of 1986"
"8474",41273,"Intelligence Authorization Act for Fiscal Year 1986"
"8475",41272,NA
"8476",41271,"Military Construction Authorization Act, 1986"
"8477",41270,"Veterans' Administration Health-Care Amendments of 1985"
"8478",41269,NA
"8479",41268,NA
"8480",41267,NA
"8481",41266,NA
"8482",41265,"Congressional Award Amendments of 1985"
"8483",41264,"Department of Housing and Urban Development--Independent Agencies Appropriations Act, 1986"
"8484",41263,"National Science, Engineering, and Mathematics Authorization Act of 1986"
"8485",41262,"Health Research Extension Act of 1985"
"8486",41261,NA
"8487",41260,NA
"8488",41259,NA
"8489",41258,NA
"8490",41257,NA
"8491",41256,NA
"8492",41255,"Legislative Branch Appropriations Act, 1986"
"8493",41254,"Fair Labor Standards Amendments of 1985"
"8494",41253,NA
"8495",41252,NA
"8496",41251,NA
"8497",41250,NA
"8498",41249,"Department of Defense Authorization Act, 1986"
"8499",41248,NA
"8500",41247,NA
"8501",41246,NA
"8502",41245,"Energy and Water Development Appropriation Act, 1986"
"8503",41244,NA
"8504",41243,NA
"8505",41242,NA
"8506",41241,NA
"8507",41240,NA
"8508",41239,NA
"8509",41238,NA
"8510",41237,NA
"8511",41236,NA
"8512",41235,NA
"8513",41234,NA
"8514",41233,"Health Professions Training Assistance Act of 1985"
"8515",41232,NA
"8516",41231,NA
"8517",41230,NA
"8518",41229,NA
"8519",41228,NA
"8520",41227,NA
"8521",41226,NA
"8522",41225,NA
"8523",41224,NA
"8524",41223,NA
"8525",41222,NA
"8526",41221,"Health Services Amendments of 1985"
"8527",41220,NA
"8528",41219,NA
"8529",41218,NA
"8530",41217,NA
"8531",41216,NA
"8532",41215,NA
"8533",41214,NA
"8534",41213,NA
"8535",41212,NA
"8536",41211,"Emergency Extension Act of 1985"
"8537",41210,NA
"8538",41209,NA
"8539",41208,NA
"8540",41207,NA
"8541",41206,NA
"8542",41205,NA
"8543",41204,NA
"8544",41203,NA
"8545",41202,NA
"8546",41201,NA
"8547",41200,NA
"8548",41199,NA
"8549",41198,NA
"8550",41197,"Foreign Relations Authorization Act, Fiscal Years 1986 and 1987"
"8551",41196,"Nurse Education Amendments of 1985"
"8552",41195,"Orphan Drug Amendments of 1985"
"8553",41194,NA
"8554",41193,"Indian Education Technical Amendments Act of 1985"
"8555",41192,"Supplemental Appropriations Act, 1985"
"8556",41191,NA
"8557",41190,NA
"8558",41189,NA
"8559",41188,NA
"8560",41187,"International Security and Development Cooperation Act of 1985"
"8561",41186,NA
"8562",41185,NA
"8563",41184,NA
"8564",41183,NA
"8565",41182,NA
"8566",41181,NA
"8567",41180,NA
"8568",41179,NA
"8569",41178,NA
"8570",41177,"National Bureau of Standards Authorization Act for Fiscal Year 1986"
"8571",41176,NA
"8572",41175,NA
"8573",41174,NA
"8574",41173,NA
"8575",41172,NA
"8576",41171,NA
"8577",41170,NA
"8578",41169,NA
"8579",41168,NA
"8580",41167,NA
"8581",41166,NA
"8582",41165,"Statue of Liberty-Ellis Island Commemorative Coin Act"
"8583",41164,NA
"8584",41163,NA
"8585",41162,"Energy Policy and Conservation Amendments Act of 1985"
"8586",41161,NA
"8587",41160,NA
"8588",41159,NA
"8589",41158,NA
"8590",41157,NA
"8591",41156,NA
"8592",41155,NA
"8593",41154,NA
"8594",41153,NA
"8595",41152,NA
"8596",41151,"United States-Israel Free Trade Area Implementation Act of 1985"
"8597",41150,NA
"8598",41149,NA
"8599",41148,NA
"8600",41147,NA
"8601",41146,NA
"8602",41145,NA
"8603",41144,NA
"8604",41143,NA
"8605",41142,NA
"8606",41141,NA
"8607",41140,NA
"8608",41139,NA
"8609",41138,NA
"8610",41137,NA
"8611",41136,NA
"8612",41135,NA
"8613",41134,NA
"8614",41133,NA
"8615",41132,NA
"8616",41131,NA
"8617",41130,NA
"8618",41129,NA
"8619",41128,NA
"8620",41127,NA
"8621",41126,NA
"8622",41125,NA
"8623",41124,NA
"8624",41123,NA
"8625",41122,NA
"8626",41121,NA
"8627",41120,NA
"8628",41119,NA
"8629",41118,NA
"8630",41117,NA
"8631",41116,NA
"8632",41115,NA
"8633",41114,NA
"8634",41113,NA
"8635",41112,"African Famine Relief and Recovery Act of 1985"
"8636",41111,NA
"8637",41110,NA
"8638",41109,"Pacific Salmon Treaty Act of 1985"
"8639",41108,NA
"8640",41107,NA
"8641",41106,NA
"8642",41105,NA
"8643",41104,NA
"8644",41103,"Patent Law Amendments Act of 1984"
"8645",41102,"Saint Elizabeths Hospital and District of Columbia Mental Health Services Act"
"8646",41101,NA
"8647",41100,"Departments of Labor, Health and Human Services, and Education and Related Agencies Appropriation Act, 1985"
"8648",41099,"Intelligence Authorization Act for fiscal year 1985"
"8649",41098,NA
"8650",41097,"Hazardous and Solid Waste Amendments of 1984"
"8651",41096,"Civil Service Retirement Spouse Equity Act of 1984"
"8652",41095,"Reorganization Act Amendments of 1984"
"8653",41094,"Atlantic Striped Bass Conservation Act"
"8654",41093,NA
"8655",41092,NA
"8656",41091,NA
"8657",41090,NA
"8658",41089,NA
"8659",41088,NA
"8660",41087,NA
"8661",41086,"Osage Tribe of Indians Technical Corrections Act of 1984"
"8662",41085,NA
"8663",41084,"San Juan Basin Wilderness Protection Act of 1984"
"8664",41083,NA
"8665",41082,NA
"8666",41081,NA
"8667",41080,NA
"8668",41079,NA
"8669",41078,NA
"8670",41077,"Criminal Fine Enforcement Act of 1984"
"8671",41076,NA
"8672",41075,NA
"8673",41074,NA
"8674",41073,NA
"8675",41072,NA
"8676",41071,"Honey Research, Promotion, and Consumer Information Act"
"8677",41070,NA
"8678",41069,NA
"8679",41068,NA
"8680",41067,"Virginia Wilderness Act of 1984"
"8681",41066,"Pennsylvania Wilderness Act of 1984"
"8682",41065,NA
"8683",41064,NA
"8684",41063,NA
"8685",41062,NA
"8686",41061,NA
"8687",41060,NA
"8688",41059,"Tennessee Wilderness Act of 1984"
"8689",41058,"Small Business and Federal Procurement Competition Enhancement Act of 1984"
"8690",41057,NA
"8691",41056,"Commercial Space Launch Act"
"8692",41055,"Texas Wilderness Act of 1984"
"8693",41054,"Trade and Tariff Act of 1984"
"8694",41053,NA
"8695",41052,NA
"8696",41051,NA
"8697",41050,NA
"8698",41049,NA
"8699",41048,"Cigarette Safety Act of 1984"
"8700",41047,"Vietnam Veterans National Medal Act"
"8701",41046,NA
"8702",41045,NA
"8703",41044,NA
"8704",41043,NA
"8705",41042,NA
"8706",41041,NA
"8707",41040,NA
"8708",41039,"Human Services Reauthorization Act"
"8709",41038,"Coast Guard Authorization Act of 1984"
"8710",41037,"Maritime Appropriation Authorization Act for Fiscal Year 1985"
"8711",41036,"Preventive Health Amendments of 1984"
"8712",41035,NA
"8713",41034,NA
"8714",41033,NA
"8715",41032,"Health Promotion and Disease Prevention Amendments of 1984"
"8716",41031,"Wyoming Wilderness Act of 1984"
"8717",41030,"Cable Communications Policy Act of 1984"
"8718",41029,NA
"8719",41028,"Motor Vehicle Theft Law Enforcement Act of 1984"
"8720",41027,NA
"8721",41026,NA
"8722",41025,"Local Government Antitrust Act of 1984"
"8723",41024,"Veterans' Benefits Improvement Act of 1984"
"8724",41023,"Veterans' Dioxin and Radiation Exposure Compensation Standards Act"
"8725",41022,"Trinity River Basin Fish and Wildlife Management Act of 1984"
"8726",41021,NA
"8727",41020,NA
"8728",41019,NA
"8729",41018,NA
"8730",41017,NA
"8731",41016,NA
"8732",41015,NA
"8733",41014,"1984 Act to Combat International Terrorism"
"8734",41013,NA
"8735",41012,NA
"8736",41011,NA
"8737",41010,NA
"8738",41009,"Veterans' Health Care Act of 1984"
"8739",41008,"Developmental Disabilities Act of 1984"
"8740",41007,NA
"8741",41006,"Department of Defense Authorization Act, 1985"
"8742",41005,"National Summit Conference on Education Act of 1984"
"8743",41004,NA
"8744",41003,NA
"8745",41002,NA
"8746",41001,NA
"8747",41000,NA
"8748",40999,NA
"8749",40998,NA
"8750",40997,NA
"8751",40996,"Mississippi National Forest Wilderness Act of 1984"
"8752",40995,NA
"8753",40994,NA
"8754",40993,NA
"8755",40992,"Education Amendments of 1984"
"8756",40991,NA
"8757",40990,"Alcohol Abuse, Drug Abuse, and Mental Health Amendments of 1984"
"8758",40989,NA
"8759",40988,"National Organ Transplant Act"
"8760",40987,NA
"8761",40986,NA
"8762",40985,NA
"8763",40984,NA
"8764",40983,"Single Audit Act of 1984"
"8765",40982,NA
"8766",40981,"Old Age Assistance Claims Settlement Act"
"8767",40980,"Aviation Drug-Trafficking Control Act"
"8768",40979,"Marine Sanctuaries Amendments of 1984"
"8769",40978,"National Archives and Records Administration Act of 1984"
"8770",40977,NA
"8771",40976,NA
"8772",40975,NA
"8773",40974,NA
"8774",40973,NA
"8775",40972,"Toy Safety Act of 1984"
"8776",40971,NA
"8777",40970,NA
"8778",40969,NA
"8779",40968,NA
"8780",40967,NA
"8781",40966,NA
"8782",40965,NA
"8783",40964,NA
"8784",40963,"Fire Island National Seashore Amendments Act of 1984"
"8785",40962,"Coos, Lower Umpqua, and Siuslaw Restoration Act"
"8786",40961,NA
"8787",40960,"Housing and Community Development Technical Amendments Act of 1984"
"8788",40959,"Federal Timber Contract Payment Modification Act"
"8789",40958,"Central Intelligence Agency Information Act"
"8790",40957,NA
"8791",40956,NA
"8792",40955,"Comprehensive Smoking Education Act"
"8793",40954,NA
"8794",40953,NA
"8795",40952,NA
"8796",40951,NA
"8797",40950,NA
"8798",40949,NA
"8799",40948,NA
"8800",40947,NA
"8801",40946,NA
"8802",40945,NA
"8803",40944,NA
"8804",40943,"National Cooperative Research and Production Act of 1993"
"8805",40942,NA
"8806",40941,"Social Security Disability Benefits Reform Act of 1984"
"8807",40940,"Older Americans Act Amendments of 1984"
"8808",40939,NA
"8809",40938,"Child Abuse Amendments of 1984"
"8810",40937,NA
"8811",40936,NA
"8812",40935,NA
"8813",40934,NA
"8814",40933,NA
"8815",40932,NA
"8816",40931,"Record Rental Amendment of 1984"
"8817",40930,"Indian Financing Act Amendments of 1984"
"8818",40929,NA
"8819",40928,NA
"8820",40927,NA
"8821",40926,"Eastern Pacific Tuna Licensing Act of 1984"
"8822",40925,NA
"8823",40924,"Civil Aeronautics Board Sunset Act of 1984"
"8824",40923,NA
"8825",40922,NA
"8826",40921,"Secondary Mortgage Market Enhancement Act of 1984"
"8827",40920,NA
"8828",40919,NA
"8829",40918,NA
"8830",40917,NA
"8831",40916,"Voting Accessibility for the Elderly and Handicapped Act"
"8832",40915,"High Plains States Groundwater Demonstration Program Act of 1983"
"8833",40914,NA
"8834",40913,"Shoalwater Bay Indian Tribe--Dexter-by-the-Sea Claim Settlement Act"
"8835",40912,NA
"8836",40911,"Florida Wilderness Act of 1983"
"8837",40910,NA
"8838",40909,"Utah Wilderness Act of 1984"
"8839",40908,NA
"8840",40907,"Longshore and Harbor Workers' Compensation Act Amendments of 1984"
"8841",40906,"California Wilderness Act of 1984"
"8842",40905,NA
"8843",40904,NA
"8844",40903,NA
"8845",40902,NA
"8846",40901,NA
"8847",40900,"Deepwater Port Act Amendments of 1984"
"8848",40899,NA
"8849",40898,"Drug Price Competition and Patent Term Restoration Act of 1984"
"8850",40897,NA
"8851",40896,NA
"8852",40895,NA
"8853",40894,NA
"8854",40893,NA
"8855",40892,"Departments of Commerce, Justice, and State, the Judiciary, and Related Agencies Appropriation Act, 1985"
"8856",40891,NA
"8857",40890,"Mining and Mineral Resources Institutes Act"
"8858",40889,NA
"8859",40888,"Military Construction Authorization Act, 1985"
"8860",40887,"Arizona Wilderness Act of 1984"
"8861",40886,NA
"8862",40885,"Reclamation Safety of Dams Act Amendments of 1984"
"8863",40884,NA
"8864",40883,NA
"8865",40882,NA
"8866",40881,NA
"8867",40880,NA
"8868",40879,NA
"8869",40878,"Retirement Equity Act of 1984"
"8870",40877,"Second Supplemental Appropriations Act, 1984"
"8871",40876,"Small Business Development Center Improvement Act of 1984"
"8872",40875,NA
"8873",40874,NA
"8874",40873,NA
"8875",40872,NA
"8876",40871,NA
"8877",40870,NA
"8878",40869,NA
"8879",40868,NA
"8880",40867,NA
"8881",40866,NA
"8882",40865,NA
"8883",40864,NA
"8884",40863,NA
"8885",40862,"Hoover Power Plant Act of 1984"
"8886",40861,NA
"8887",40860,NA
"8888",40859,"Child Support Enforcement Amendments of 1984"
"8889",40858,"Education for Economic Security Act"
"8890",40857,"Insider Trading Sanctions Act of 1984"
"8891",40856,"Christopher Columbus Quincentenary Jubilee Act"
"8892",40855,NA
"8893",40854,NA
"8894",40853,NA
"8895",40852,"Department of Housing and Urban Development--Independent Agencies Appropriation Act, 1985"
"8896",40851,"Renewable Energy Industry Development Act of 1983"
"8897",40850,NA
"8898",40849,NA
"8899",40848,"Legislative Branch Appropriations Act, 1985"
"8900",40847,"Barrow Gas Field Transfer Act of 1984"
"8901",40846,"Land Remote-Sensing Commercialization Act of 1984"
"8902",40845,NA
"8903",40844,NA
"8904",40843,"Small Business Computer Security and Education Act of 1984"
"8905",40842,"National Aeronautics and Space Administration Authorization Act, 1985"
"8906",40841,"Energy and Water Development Appropriation Act, 1985"
"8907",40840,"Postal Savings System Statute of Limitations Act"
"8908",40839,NA
"8909",40838,NA
"8910",40837,NA
"8911",40836,NA
"8912",40835,NA
"8913",40834,"Bankruptcy Amendments and Federal Judgeship Act of 1984"
"8914",40833,"Small Business Secondary Market Improvements Act of 1984"
"8915",40832,NA
"8916",40831,NA
"8917",40830,NA
"8918",40829,NA
"8919",40828,NA
"8920",40827,NA
"8921",40826,NA
"8922",40825,NA
"8923",40824,NA
"8924",40823,NA
"8925",40822,NA
"8926",40821,NA
"8927",40820,"Washington State Wilderness Act of 1984"
"8928",40819,NA
"8929",40818,NA
"8930",40817,NA
"8931",40816,NA
"8932",40815,NA
"8933",40814,NA
"8934",40813,NA
"8935",40812,NA
"8936",40811,NA
"8937",40810,NA
"8938",40809,"Oregon Wilderness Act of 1984"
"8939",40808,NA
"8940",40807,NA
"8941",40806,NA
"8942",40805,"North Carolina Wilderness Act of 1984"
"8943",40804,"New Hampshire Wilderness Act of 1984"
"8944",40803,"Vermont Wilderness Act of 1984"
"8945",40802,"Wisconsin Wilderness Act of 1984"
"8946",40801,NA
"8947",40800,NA
"8948",40799,NA
"8949",40798,NA
"8950",40797,NA
"8951",40796,NA
"8952",40795,NA
"8953",40794,"Environmental Programs Assistance Act of 1984"
"8954",40793,NA
"8955",40792,NA
"8956",40791,NA
"8957",40790,NA
"8958",40789,NA
"8959",40788,NA
"8960",40787,"National Foundation on the Arts and the Humanities Act Amendments of 1983"
"8961",40786,"Controlled Substance Registrant Protection Act of 1984"
"8962",40785,NA
"8963",40784,NA
"8964",40783,NA
"8965",40782,NA
"8966",40781,NA
"8967",40780,NA
"8968",40779,NA
"8969",40778,NA
"8970",40777,NA
"8971",40776,NA
"8972",40775,NA
"8973",40774,NA
"8974",40773,"Child Protection Act of 1984"
"8975",40772,NA
"8976",40771,NA
"8977",40770,"Irish Wilderness Act of 1984"
"8978",40769,"Domestic Volunteer Service Act Amendments of 1984"
"8979",40768,NA
"8980",40767,NA
"8981",40766,NA
"8982",40765,NA
"8983",40764,NA
"8984",40763,NA
"8985",40762,NA
"8986",40761,NA
"8987",40760,NA
"8988",40759,NA
"8989",40758,NA
"8990",40757,"White House Conference on Small Business Authorization Act (1984)"
"8991",40756,NA
"8992",40755,NA
"8993",40754,NA
"8994",40753,NA
"8995",40752,NA
"8996",40751,"Omnibus Budget Reconciliation Act of 1983"
"8997",40750,NA
"8998",40749,NA
"8999",40748,NA
"9000",40747,NA
"9001",40746,"Defense Production Act Amendments of 1984"
"9002",40745,NA
"9003",40744,NA
"9004",40743,NA
"9005",40742,NA
"9006",40741,NA
"9007",40740,NA
"9008",40739,"Agricultural Programs Adjustment Act of 1984"
"9009",40738,NA
"9010",40737,NA
"9011",40736,NA
"9012",40735,NA
"9013",40734,NA
"9014",40733,NA
"9015",40732,NA
"9016",40731,NA
"9017",40730,NA
"9018",40729,NA
"9019",40728,NA
"9020",40727,NA
"9021",40726,NA
"9022",40725,"National Fish and Wildlife Foundation Establishment Act"
"9023",40724,NA
"9024",40723,"Water Resources Research Act of 1984"
"9025",40722,NA
"9026",40721,NA
"9027",40720,NA
"9028",40719,NA
"9029",40718,"Shipping Act of 1984"
"9030",40717,"Contract Services for Drug Dependent Federal Offenders Authorization Act of 1983"
"9031",40716,NA
"9032",40715,NA
"9033",40714,NA
"9034",40713,NA
"9035",40712,NA
"9036",40711,NA
"9037",40710,NA
"9038",40709,NA
"9039",40708,NA
"9040",40707,NA
"9041",40706,NA
"9042",40705,"Civil Service Miscellaneous Amendments Act of 1983"
"9043",40704,"Veterans' Compensation and Program Improvements Amendments of 1984"
"9044",40703,NA
"9045",40702,"Rehabilitation Amendments of 1984"
"9046",40701,NA
"9047",40700,NA
"9048",40699,NA
"9049",40698,NA
"9050",40697,NA
"9051",40696,"Intelligence Authorization Act for Fiscal Year 1984"
"9052",40695,"Federal Communications Commission Authorization Act of 1983"
"9053",40694,NA
"9054",40693,"Department of Defense Appropriation Act, 1984"
"9055",40692,NA
"9056",40691,"National Oceanic and Atmospheric Administration Marine Fisheries Program Authorization Act"
"9057",40690,"Military Justice Act of 1983"
"9058",40689,NA
"9059",40688,NA
"9060",40687,NA
"9061",40686,NA
"9062",40685,NA
"9063",40684,NA
"9064",40683,NA
"9065",40682,NA
"9066",40681,NA
"9067",40680,"Education of the Handicapped Act Amendments of 1983"
"9068",40679,NA
"9069",40678,NA
"9070",40677,NA
"9071",40676,NA
"9072",40675,"Rural Health Clinics Act of 1983"
"9073",40674,NA
"9074",40673,NA
"9075",40672,"Office of Federal Procurement Policy Act Amendments of 1983"
"9076",40671,NA
"9077",40670,NA
"9078",40669,NA
"9079",40668,NA
"9080",40667,"Mail Order Consumer Protection Amendments of 1983"
"9081",40666,"Local Government Fiscal Assistance Amendments of 1983"
"9082",40665,NA
"9083",40664,"Civil Rights Commission Act of 1983"
"9084",40663,NA
"9085",40662,"Supplemental Appropriations Act, 1984"
"9086",40661,"Dairy and Tobacco Adjustment Act of 1983"
"9087",40660,NA
"9088",40659,NA
"9089",40658,NA
"9090",40657,NA
"9091",40656,NA
"9092",40655,NA
"9093",40654,NA
"9094",40653,NA
"9095",40652,NA
"9096",40651,NA
"9097",40650,NA
"9098",40649,NA
"9099",40648,NA
"9100",40647,"Departments of Commerce, Justice, and State, the Judiciary, and Related Agencies Appropriations Act, 1984"
"9101",40646,"Grand Ronde Restoration Act"
"9102",40645,NA
"9103",40644,NA
"9104",40643,NA
"9105",40642,NA
"9106",40641,"Veterans' Health Care Amendments of 1983"
"9107",40640,NA
"9108",40639,NA
"9109",40638,NA
"9110",40637,NA
"9111",40636,NA
"9112",40635,NA
"9113",40634,NA
"9114",40633,NA
"9115",40632,NA
"9116",40631,NA
"9117",40630,NA
"9118",40629,NA
"9119",40628,NA
"9120",40627,"Department of the Interior and Related Agencies Appropriation Act, 1984"
"9121",40626,NA
"9122",40625,NA
"9123",40624,NA
"9124",40623,NA
"9125",40622,"Public Lands and National Parks Act of 1983"
"9126",40621,"Lee Metcalf Wilderness and Management Act of 1983"
"9127",40620,"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriation Act, 1984"
"9128",40619,NA
"9129",40618,NA
"9130",40617,NA
"9131",40616,"Federal Supplemental Compensation Amendments of 1983"
"9132",40615,"Mashantucket Pequot Indian Claims Settlement Act"
"9133",40614,NA
"9134",40613,NA
"9135",40612,NA
"9136",40611,NA
"9137",40610,"Fur Seal Act Amendments of 1983"
"9138",40609,NA
"9139",40608,"Federal Anti-Tampering Act"
"9140",40607,NA
"9141",40606,"District of Columbia Appropriation Act, 1984"
"9142",40605,NA
"9143",40604,NA
"9144",40603,NA
"9145",40602,NA
"9146",40601,NA
"9147",40600,"Multinational Force in Lebanon Resolution"
